name,city,state,website 
DU QUOIN HIGH SCHOOL,DU QUOIN,IL,https://www.duquoinschools.org/
KNIGHT ELEMENTARY,RANDALL,MN,https://www.lfalls.k12.mn.us/dr-knight/
EAST COLUMBUS ELEMENTARY SCHOOL,COLUMBUS,OH,https://www.ccsoh.us/eastcolumbuses
GROVER HILL ELEMENTARY SCHOOL,GROVER HILL,OH,https://www.waynetrace.org/groverhillelementary_home.aspx
HANSEN JR/SR HIGH SCHOOL,HANSEN,ID,https://www.hansenschools.org/schools/hs
MARY E FLAHERTY SCHOOL,BRAINTREE,MA,https://www.braintreeschools.org/flaherty
VICTOR ELEMENTARY SCHOOL,VICTOR,ID,https://ves.tsd401.org/
TAYLORVILLE JR HIGH SCHOOL,TAYLORVILLE,IL,http://tcusd3tjhs.ss19.sharpschool.com/
TETON HIGH SCHOOL,DRIGGS,ID,https://ths.tsd401.org/
NORTHEAST ELEMENTARY SCHOOL,UPPER MONTCLAIR,NJ,https://northeast.montclair.k12.nj.us/
JOHN F. PATTIE SR. ELEMENTARY,DUMFRIES,VA,https://pattiees.pwcs.edu/
EASTERN ELEMENTARY SCHOOL,LEXINGTON,OH,https://www.easternlocal.com/1/Home
HERBERICH PRIMARY ELEMENTARY SCHOOL,FAIRLAWN,OH,https://www.copley-fairlawn.org/Domain/282
HUSMANN ELEM SCHOOL,CRYSTAL LAKE,IL,https://www.d47.org/hus
PS 111 SETON FALLS,BRONX,NY,https://www.schools.nyc.gov/schools/X111
CUMBERLAND HIGH SCHOOL,TOLEDO,IL,https://www.cumberland.k12.il.us/o/chs
EARLY CHILDHOOD,ELMHURST,IL,https://www2.illinois.gov/sites/OECD/Pages/default.aspx
VICTOR HIGH SCHOOL,VICTOR,MT,https://www.victor.k12.mt.us/
WEST BOYD ELEMENTARY SCHOOL,BUTTE,NE,https://www.atlantapublicschools.us/boyd
WHITE CENTER HEIGHTS ELEMENTARY,SEATTLE,WA,https://wch.highlineschools.org/
PS 58 SCHOOL OF HEROES,MASPETH,NY,https://www.schools.nyc.gov/schools/Q058
ROCK HILL SR HIGH SCHOOL,IRONTON,OH,https://www.rockhill.org/
NATHANAEL GREENE ELEMENTARY,STANARDSVILLE,VA,https://www.greenecountyschools.com/Domain/9
GREGORY HEIGHTS ELEMENTARY,BURIEN,WA,https://gregory.highlineschools.org/
STOCKWELL ELEMENTARY SCHOOL,EVANSVILLE,IN,https://stockwell.evscschools.com/
SUNNY SLOPE ELEM SCHOOL,OMAHA,NE,https://sunnyslope.ops.org/
ALINE BINGHAM ELEMENTARY SCHOOL,RUNNEMEDE,NJ,https://bingham.runnemedeschools.org/
HAWTHORN ELEM SCHOOL NORTH,VERNON HILLS,IL,https://en.hawthorn73.org/
PARK ELEMENTARY,BALTIMORE,MD,https://www.aacps.org/park
BIG WALNUT MIDDLE SCHOOL,SUNBURY,OH,https://www.bwls.net/bigwalnutmiddleschool_home.aspx
FEDERAL WAY PUBLIC ACADEMY,FEDERAL WAY,WA,https://www.fwps.org/Domain/45
KENTRIDGE HIGH SCHOOL,KENT,WA,https://www.kent.k12.wa.us/KR
GREEN MOUNTAIN ELEMENTARY,BREMERTON,WA,https://greenmountain.ckschools.org/
SUMMIT HIGH SCHOOL,FLAGSTAFF,AZ,https://www.summiths.com/
EZRA MILLARD ELEMENTARY SCH,OMAHA,NE,https://ezra.mpsomaha.org/
ANTONIO S PEDREIRA (PRE-TEC),CAGUAS,PR,https://www.schools-info.com/caguas-pr/antonio-s-pedreira-pre-tec/
VERDUNVILLE ELEMENTARY SCHOOL,VERDUNVILLE,WV,https://wvde.state.wv.us/ed_directory/index.html?county_id=45&school_id=221
RAMON MORALES PENA,BAYAMON,PR,https://www.mindat.org/feature-7269386.html
TROY CENTRAL SCHOOL,TROY,ME,https://www.rsu3.org/o/troy
E-CUBED ACADEMY,PROVIDENCE,RI,https://www.providenceschools.org/ecubed
NEEDVILLE EL,NEEDVILLE,TX,https://www.needvilleisd.com/o/needville-elementary-school
PARKLAWN ELEMENTARY,ALEXANDRIA,VA,https://parklawnes.fcps.edu/
VINALHAVEN SCHOOL,VINALHAVEN,ME,https://www.vinalhavenschool.org/
STEVENSVILLE 7-8,STEVENSVILLE,MT,https://www.stevensvilleschools.org/curriculum-based-measures-grades-7-8/
NORTH HILLS EL SCH,YORK,PA,http://nh.cysd.k12.pa.us/
SCOTT TEAYS ELEMENTARY,SCOTT DEPOT,WV,https://stes.putnamschools.com/
WESTONKA SP ED ECFE,MOUND,MN,https://www.westonka.k12.mn.us/earlylearning
JEFFERSON CO ELEM SCHOOL,FAYETTE,MS,https://www.jcpsd.net/
PETERS COLONY EL,THE COLONY,TX,https://www.lisd.net/peterscolony
MARLOWE ELEMENTARY SCHOOL,FALLING WATERS,WV,https://www.berkeleycountyschools.org/marlowe
NEW VISION HIGH SCHOOL,POST FALLS,ID,https://www.pfsd.com/1/Home
LEATHERWOOD ELEMENTARY SCHOOL,LEATHERWOOD,KY,https://www.perry.kyschools.us/6/home
WASHINGTON ELEMENTARY SCHOOL,SUMMIT,NJ,http://washington.twpunionschools.org/
MCMULLEN ELEMENTARY SCHOOL,LOUDONVILLE,OH,http://www.lpschools.k12.oh.us/mcmullen
PENN TRAFFORD HS,HARRISON CITY,PA,https://pths.penntrafford.org/
FISHER SECONDARY,FISHER,MN,https://www.fisher.k12.mn.us/
FRED M. LYNN MIDDLE,WOODBRIDGE,VA,https://lynnms.pwcs.edu/
KELLOGG MIDDLE SCHOOL,SHORELINE,WA,https://www.shorelineschools.org/kellogg
CARROLL ELEM SCHOOL,CHICAGO,IL,http://carroll-rosenwald.cps.edu/
LOWES ELEMENTARY SCHOOL,HICKORY,KY,https://www.graves.kyschools.us/Lowes/home
AINSWORTH MIDDLE SCHOOL,AINSWORTH,NE,https://www.ainsworthschools.org/
LONE STAR H S WEST,BROWNWOOD,TX,https://www.har.com/school/227622009/lone-star-h-s-west
LINCOLN ELEM SCHOOL,BROOKFIELD,IL,http://lincoln27.org/
ADAIR CO. ELEM.,BRASHEAR,MO,https://www.novinger.k12.mo.us/
FOREST AVENUE SCHOOL,VERONA,NJ,https://www.glenridge.org/forest
BERWICK ALTERNATIVE K-8 SCHOOL,COLUMBUS,OH,https://www.ccsoh.us/berwickes
LIBERTY CENTER MIDDLE SCHOOL,LIBERTY CENTER,OH,http://libertycls.ss9.sharpschool.com/schools/middle_school
BUCKTAIL AREA MS,RENOVO,PA,https://bucktail.kcsd.k12.pa.us/en-US
HUFFINES MIDDLE,LEWISVILLE,TX,https://www.lisd.net/huffines
SPILLER ELEMENTARY,WYTHEVILLE,VA,https://spilles.wythe.k12.va.us/
MARIO F. PAGAN IRIZARRY (STA ROSA),LAJAS,PR,https://www.realtyhop.com/schools/k12/pr/lajas/mario-f-pagan-irizarry-sta-rosa-00667
RIDGEVIEW GROUP HOME,YAKIMA,WA,https://www.dcyf.wa.gov/services/juvenile-rehabilitation/residential-facilities/ridgeview
WINDSOR ELEMENTARY SCHOOL,ARLINGTON HEIGHTS,IL,https://windsor.k12.il.us/
LIBERTY PARK ELEMENTARY SCHOOL,INDIANAPOLIS,IN,https://libertypark.warren.k12.in.us/
COKATO ELEMENTARY,COKATO,MN,https://www.isd466.org/domain/37
CLARKDALE MIDDLE SCHOOL,MERIDIAN,MS,https://cms.lauderdale.k12.ms.us/
MENDHAM TOWNSHIP ELEMENTARY SCHOOL,BROOKSIDE,NJ,https://www.mendhamtwp.org/academics/elementary
BIRMINGHAM ELEMENTARY SCHOOL,TOLEDO,OH,https://toledopsbie.ss11.sharpschool.com/
ELK VALLEY ELEMENTARY,PIONEER,TN,http://www.campbell.k12.tn.us/elkvalley.htm
TWAIN MIDDLE,ALEXANDRIA,VA,https://twainms.fcps.edu/
HILLTOP ELEMENTARY SCHOOL,ELGIN,IL,https://www.u-46.org/Hilltop
PLEASANT HILL ELEM SCHOOL,PALATINE,IL,https://www.ccsd15.net/PH
ATKINS TECHNOLOGY ELEMENTARY SCHOOL,SHREVEPORT,LA,https://louisianaschools.com/schools/9003
BROADMOOR ELEMENTARY SCHOOL,LAFAYETTE,LA,https://brd-tpsd-la.schoolloop.com/
CHARLES E. SHEA HIGH SCHOOL,PAWTUCKET,RI,http://shea.pawtucket.schooldesk.net/
LAURELGLEN ELEMENTARY,BAKERSFIELD,CA,https://ca01902269.schoolwires.net/Laurelglen
STAUFFER MIDDLE,DOWNEY,CA,https://web.dusd.net/stauffer/
LOS MOLINOS ELEMENTARY,HACIENDA HEIGHTS,CA,http://www.lmusd.net/
WEDGEWORTH ELEMENTARY,HACIENDA HEIGHTS,CA,https://wes-hlpusd-ca.schoolloop.com/
STEPHENS ELEMENTARY,CHOWCHILLA,CA,https://www.chowchillaelem.k12.ca.us/domain/190
COOPER ELEMENTARY SCHOOL,LOGANVILLE,GA,https://www.gcpsk12.org/CooperES
HERBERT HOOVER MIDDLE,MERCED,CA,https://hoover.sjusd.org/
RUBY DRIVE ELEMENTARY,PLACENTIA,CA,https://rubydrive.org/
TUSCANY HILLS ELEMENTARY,LAKE ELSINORE,CA,https://the.leusd.k12.ca.us/
ALBERT SCHWEITZER ELEMENTARY,CARMICHAEL,CA,https://www.sanjuan.edu/schweitzer
BELVEDERE ELEMENTARY,HIGHLAND,CA,https://belvedere.sbcusd.com/
WATERLOO ELEMENTARY,STOCKTON,CA,https://waterloo.lindenusd.com/
PEARL ZANKER ELEMENTARY,MILPITAS,CA,https://zanker.musd.org/
BARNWELL ELEMENTARY SCHOOL,ALPHARETTA,GA,https://www.fultonschools.org/barnwelles
LAVA ELEMENTARY SCHOOL,LAVA HOT SPRINGS,ID,https://www.lavahotsprings.org/live-work/schools-lava-elementary-marsh-valley-isu.html
BULLITT CENTRAL HIGH SCHOOL,SHEPHERDSVILLE,KY,https://www.bullittschools.org/1/Home
HEYWARD GIBBES MIDDLE,COLUMBIA,SC,https://www.richlandone.org/Domain/38
SANTA FE ELEMENTARY,PORTERVILLE,CA,https://santafe.portervilleschools.org/
BOWEN HIGH SCHOOL,CHICAGO,IL,https://bowenhs.org/
NEW HOPEWELL ELEMENTARY,KNOXVILLE,TN,https://www.knoxschools.org/Domain/40
PARIS COOPERATIVE HIGH SCHOOL,PARIS,IL,https://pchs.k12.il.us/
CHICAGO HS FOR AGRICULT SCIENCES,CHICAGO,IL,https://www.chicagoagr.org/
SPEED INDEPENDENCE HIGH SCHOOL,CHICAGO HEIGHTS,IL,https://www.speed802.org/schools-and-programs/ind/
GULLETT EL,AUSTIN,TX,https://www.austinisd.org/schools/gullett
CANYON CREEK ELEMENTARY SCHOOL,AURORA,CO,https://www.cherrycreekschools.org/canyoncreek
FRAKES SCHOOL CENTER,FRAKES,KY,https://www.bell.kyschools.us/fsc
HALL-DALE ELEMENTARY SCHOOL,HALLOWELL,ME,https://www.kidsrsu.org/o/hdes
SOUTH TERREBONNE HIGH SCHOOL,BOURG,LA,https://sth-tpsd-la.schoolloop.com/
DEER TRAIL ELEMENTARY SCHOOL,DEER TRAIL,CO,https://www.dt26j.com/en-US
LAVALETTE ELEMENTARY SCHOOL,LAVALETTE,WV,https://wayne-k12.wvnet.edu/lavalette/
TETZLAFF (MARTIN B.) MIDDLE,CERRITOS,CA,https://www.tetzlaffms.us/
MICHAEL J MCGIVNEY,SAGINAW,MI,https://holycrossservices.org/michael-j-mcgivney-school/
LIVINGSTON ELEMENTARY SCHOOL,NEW BRUNSWICK,NJ,http://livingston.twpunionschools.org/
DENTON CO J J A E P,LITTLE ELM,TX,https://www.dentoncounty.gov/560/Juvenile-Justice-Alternative-Education-P
MACOMB CORRECTIONAL FACILITY,LENOX,MI,"https://www.michigan.gov/corrections/0,4551,7-119-68854_1381_1385-5355--,00.html"
JACQUES MARQUETTE ELEM SCHOOL,GARY,IN,https://www.movoto.com/schools/gary-in/jacques-marquette-elementary-school-180387002096/
MARY D LANG KDG CTR,KENNETT SQUARE,PA,https://mdl.kcsd.org/
RALPH E. HAWES ELEMENTARY,HUNTINGTON BEACH,CA,https://hes-huntington-ca.schoolloop.com/
HULL MIDDLE SCHOOL,DULUTH,GA,https://www.gcpsk12.org/HullMS
HIGHLAND ELEMENTARY,RIVERSIDE,CA,https://highland.cnusd.k12.ca.us/
SPRUANCE GILBERT SCH,PHILADELPHIA,PA,https://spruance.philasd.org/
OAKS MIDDLE,ONTARIO,CA,https://www.omsd.net/Oaks
WEST-MEC - APOLLO HIGH SCHOOL,GLENDALE,AZ,https://apollo.guhsdaz.org/blog/One.aspx?portalId=69779215
SUN VALLEY EL,SAN ANTONIO,TX,http://sve.swisd.net/
PARCELAS MARIA,ANASCO,PR,https://vymaps.com/PR/Parcelas-Maria-340015376519194/
MOSCONE (GEORGE R.) ELEMENTARY,SAN FRANCISCO,CA,https://www.sfusd.edu/school/george-r-moscone-elementary-school
SOUTHWESTERN CLASSICAL ACADEMY,FLINT,MI,https://swa.flintschools.org/
SOUTHWEST CAREER AND TECHNICAL ACADEMY,LAS VEGAS,NV,https://swcta.net/
SCHOOL NO.17,PASSAIC,NJ,https://passaicschools.org/school-no-17/
ATKINSON ELEMENTARY SCHOOL,FREMONT,OH,https://www.fremontschools.net/Schools/Atkinson-Elementary/
ARIZONA MIDDLE,RIVERSIDE,CA,https://www.alvordschools.org/arizona
EUGENIO BRAC,NAGUABO,PR,https://www.spellingcity.com/eugenio-brac-naguabo-pr.html
BOYNTON ELEMENTARY SCHOOL,RINGGOLD,GA,https://boy.catoosa.k12.ga.us/
ACADEMY ADVENTURES PRIMARY SCHOOL,TUCSON,AZ,https://academyadventuresmidtown.com/
LANKERSHIM ELEMENTARY,HIGHLAND,CA,https://le-lausd-ca.schoolloop.com/
OAK HARBOR MIDDLE SCHOOL,OAK HARBOR,OH,https://www.bcssd.com/oak-harbor-middle-school
DAN MINI ELEMENTARY,VALLEJO,CA,https://dmes-vcusd-ca.schoolloop.com/
AVOYELLES HIGH SCHOOL,MOREAUVILLE,LA,https://ahs.avoyellespsb.com/
LANCASTER MIDDLE,LANCASTER,TX,https://www.lancasterisd.org/Domain/12
HENDERSON COUNTY HIGH SCHOOL,HENDERSON,KY,https://hchs.henderson.kyschools.us/
TAFT HIGH SCHOOL,CHICAGO,IL,https://www.tafthighschool.org/
BRODHEAD ELEMENTARY SCHOOL,BRODHEAD,KY,http://rockcastle.kyschools.us/bes/
DR. PAUL L. KELLEY VOLUNTEER ACADEMY,KNOXVILLE,TN,https://www.knoxschools.org/kelley
NORCO ELEMENTARY SCHOOL,NORCO,LA,https://www.stcharles.k12.la.us/norco
DEER ISLE-STONINGTON HIGH SCH,DEER ISLE,ME,http://www.dishs.org/
WHIT DAVIS ROAD ELEMENTARY SCHOOL,ATHENS,GA,https://www.clarke.k12.ga.us/whitdavis
ASDB/TUCSON DEAF SCHOOL,TUCSON,AZ,https://asdb.az.gov/
DD EISENHOWER HIGH SCH (CAMPUS),BLUE ISLAND,IL,https://eisenhower.chsd218.org/
SISTER ROBERT JOSEPH BAILEY ELEMENTARY SCHOOL,LAS VEGAS,NV,http://schools.ccsd.net/sisterbailey
SCHOOL 12,PATERSON,NJ,https://ps12-pps-nj.schoolloop.com/
LYMAN B. GOFF MIDDLE SCHOOL,PAWTUCKET,RI,http://goff.pawtucket.schooldesk.net/
ELLEN P. HUBBELL SCHOOL,BRISTOL,CT,https://hubbell.bristol.k12.ct.us/
LINCOLN MIDDLE SCHOOL,MT PROSPECT,IL,http://ecusd7.org/lincoln/
BRIDGEWATER ELEMENTARY SCHOOL,IDAHO FALLS,ID,https://www.bridgewaterbulldogs.org/
CVIT - SUPERIOR HIGH SCHOOL,SUPERIOR,AZ,https://www.cvit81.org/
ORTEGA HIGH,LAKE ELSINORE,CA,https://ohs.leusd.k12.ca.us/
OPTIONS FOR YOUTH-BURBANK CHARTER,BURBANK,CA,https://www.cde.ca.gov/schooldirectory/details?cdscode=19643371996099
MONROE ELEMENTARY,MONROVIA,CA,https://www.monroe.k12.ca.us/
WEST VIGO HIGH SCHOOL,WEST TERRE HAUTE,IN,https://web.vigoschools.org/wvhs/
SOUTHWEST COMMUNITY CAMPUS SCHOOL,GRAND RAPIDS,MI,https://www.grps.org/swcc
SOUTHEAST MIDDLE,AUSTIN,TX,https://www.har.com/school/227901063/southeast-middle-school
MILLER (ISAAC) ELEMENTARY,SANTA MARIA,CA,https://mi-smbsd-ca.schoolloop.com/
CASS MIDDLE SCHOOL,CARTERSVILLE,GA,https://www.bartow.k12.ga.us/o/cass-middle
RUDOLPH ELEM LEARNING CENTER,CHICAGO,IL,https://www.rudolph.cps.edu/
MERCER COUNTY SENIOR HIGH SCHOOL,HARRODSBURG,KY,https://www.mercer.kyschools.us/
NAVAL AVENUE ELEMENTARY SCHOOL,BREMERTON,WA,https://www.bremertonschools.org/Domain/96
COBB (WILLIAM L.) ELEMENTARY,SAN FRANCISCO,CA,https://www.sfusd.edu/school/dr-william-l-cobb-elementary-school
LEWIS COUNTY HIGH SCHOOL,VANCEBURG,KY,https://www.lewis.kyschools.us/lewiscountyhighschool_home.aspx
EASTON JUNIOR-SENIOR HIGH SCH,EASTON,ME,https://www.eastonschools.org/
MT MORRIS MIDDLE SCHOOL,MOUNT MORRIS,MI,https://www.mtmorrisschools.org/
RITA CANNAN ELEMENTARY SCHOOL,RENO,NV,https://www.washoeschools.net/cannan
LINE MOUNTAIN MS,HERNDON,PA,https://www.linemountain.com/schools/middleschool/
ELDORADO PREP,LAS VEGAS,NV,https://www.ccsd.net/schools/contact-information/0472
LOWER RICHLAND HIGH,HOPKINS,SC,https://www.richlandone.org/Domain/52
MURRAY ADULT TRANSITION,MURRAY,UT,https://www.murrayschools.org/adult-education/
TAFT ELEMENTARY SCHOOL,BOISE,ID,https://taft.boiseschools.org/
KILDEER COUNTRYSIDE ELEM SCHOOL,LONG GROVE,IL,https://www.kcsd96.org/k
MIDDLESEX COUNTY VOCATIONAL SCHOOL PERTH AMBOY,PERTH AMBOY,NJ,https://www.mcvts.net/perthamboy
WEST YADKIN ELEMENTARY,HAMPTONVILLE,NC,https://wys.yadkin.k12.nc.us/
DAWSON-BRYANT MIDDLE SCHOOL,COAL GROVE,OH,https://www.db.k12.oh.us/dawson-bryantmiddleschool_home.aspx
EARLY COLLEGE HIGH SCHOOL,COLORADO SPRINGS,CO,https://www.cde.state.co.us/postsecondary/ce_earlycollegehighschool
ABE LINCOLN ELEM SCHOOL,CICERO,IL,https://www.cicd99.edu/lincoln-home
JEANERETTE ELEMENTARY SCHOOL,JEANERETTE,LA,https://stcharles.iberiaschools.org/
PLATTSMOUTH EARLY CHILDHOOD,PLATTSMOUTH,NE,https://www.pcsd.org/EarlyChildhood
WARWICK ELEMENTARY,FREMONT,CA,https://warwick.fremont.k12.ca.us/
G. M. WALTERS JUNIOR HIGH,FREMONT,CA,https://walters-fusd-ca.schoolloop.com/
LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,BROOKLYN,NY,https://www.schools.nyc.gov/schools/K559
RIVERSIDE ELEMENTARY,RICHMOND,CA,https://www.wccusd.net/riverside
KINGS CANYON MIDDLE,FRESNO,CA,https://www.fresnou.org/schools/kingscanyon
MCCARDLE ELEMENTARY,FRESNO,CA,https://www.fresnounified.org/schools/mccardle
SCHOOL OF UNLIMITED LEARNING,FRESNO,CA,https://fresnoeoc.org/soul/
PELION HIGH,PELION,SC,https://schools.lexington1.net/PHS
GIBBS PRE-K CENTER,HUNTSVILLE,TX,https://www.huntsville-isd.org/Gibbs
FAIRVIEW ELEMENTARY,BAKERSFIELD,CA,https://www.fsusd.org/fairview
FRED L. THOMPSON JUNIOR HIGH,BAKERSFIELD,CA,https://ca01902269.schoolwires.net/domain/2873
JOHN C. FREMONT ELEMENTARY,CORCORAN,CA,https://www.gusd.net/Domain/143
MONTE VISTA ELEMENTARY,WEST COVINA,CA,https://mvs.crpusd.org/
HARRISON STREET ELEMENTARY,LOS ANGELES,CA,https://harrisones-lausd-ca.schoolloop.com/
LEUZINGER HIGH,LAWNDALE,CA,https://www.leuzinger.org/
WILL ROGERS CONTINUATION,VAN NUYS,CA,https://willrogershs-lausd-ca.schoolloop.com/
HERMOSA VIEW ELEMENTARY,HERMOSA BEACH,CA,https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19646006014047
PACIFIC BOULEVARD,HUNTINGTON PARK,CA,https://pacific-lausd-ca.schoolloop.com/
WEST SCHOOL,GLENCOE,IL,http://www.glencoewest.org/
SOUTH VALLEY HIGH (CONTINUATION),UKIAH,CA,https://www.cde.ca.gov/schooldirectory/details?cdscode=23656152334704
SNELLING-MERCED FALLS ELEMENTARY,SNELLING,CA,http://www.snelling.k12.ca.us/
CENTRALIA ELEMENTARY,ANAHEIM,CA,https://www.cesd.k12.ca.us/
CASTILLE ELEMENTARY,MISSION VIEJO,CA,https://ctes-capousd-ca.schoolloop.com/
VENCIL BROWN ELEMENTARY,ROSEVILLE,CA,https://brown.rcsdk8.org/
SKYLINE NORTH ELEMENTARY,BARSTOW,CA,https://barstow.k12.ca.us/skyline/
MOUNTAIN VIEW HIGH,LUCERNE VALLEY,CA,https://mvhs.mvla.net/
NORTH VERDEMONT ELEMENTARY,SAN BERNARDINO,CA,https://northverdemont.sbcusd.com/
BON VIEW ELEMENTARY,ONTARIO,CA,https://www.omsd.net/BonView
VISTA GRANDE ELEMENTARY,EL CAJON,CA,https://vistagrande.pvpusd.net/
BRYANT ELEMENTARY,SAN FRANCISCO,CA,http://bryant.riversideunified.org/
CHAVEZ (CESAR) ELEMENTARY,SAN FRANCISCO,CA,https://cce-montebellousd-ca.schoolloop.com/
MIDDLE COLLEGE HIGH,STOCKTON,CA,https://mchs-lausd-ca.schoolloop.com/
FOOTHILL ELEMENTARY,SANTA BARBARA,CA,https://sierrausd.org/fes/
BOOKSIN ELEMENTARY,SAN JOSE,CA,https://booksin.sjusd.org/
LINCOLN ELEMENTARY,VALLEJO,CA,https://les.exeter.k12.ca.us/
VILLAGE ELEMENTARY CHARTER,SANTA ROSA,CA,https://www.rvusd.org/o/village
GERBER ELEMENTARY,GERBER,CA,http://www.gerberschool.org/
RAVINE DRIVE ELEMENTARY SCHOOL,MATAWAN,NJ,https://www.marsd.org/ravinees
WEST MIDDLE SCHOOL,COLORADO SPRINGS,CO,https://west.d51schools.org/
EDITH WOLFORD ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,https://edithwolford.asd20.org/
COLUMBIA ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,http://www.columbiaes.dekalb.k12.ga.us/
PUEBLO CHARTER SCHOOL FOR THE ARTS & SCIENCES,PUEBLO,CO,https://www.psask12.org/
RISLEY INTERNATIONAL ACADEMY OF INNOVATION,PUEBLO,CO,http://risley.pueblocityschools.us/
BLANDY HILLS ELEMENTARY SCHOOL,MILLEDGEVILLE,GA,https://www.baldwincountyschoolsga.org/copy-of-blandy-hills-elementary
GARDEN HILLS ELEMENTARY SCHOOL,ATLANTA,GA,http://www.gardenhillselementary.org/
BURROUGHS-MOLETTE ELEMENTARY SCHOOL,BRUNSWICK,GA,https://burroughs.glynn.k12.ga.us/
BRITT ELEMENTARY SCHOOL,SNELLVILLE,GA,https://www.gcpsk12.org/BrittES
LANGFORD MIDDLE SCHOOL,AUGUSTA,GA,https://www.rcboe.org/langford
DOWNEY ELEMENTARY SCHOOL,DOWNEY,ID,https://idahoschools.org/schools/0350/profile
TEMPLE VIEW ELEMENTARY SCHOOL,IDAHO FALLS,ID,https://www.d91.k12.id.us/14/home
MARGARET MEAD JHS,ELK GROVE VILLAGE,IL,https://mead.sd54.org/
MADERO MIDDLE SCHOOL,CHICAGO,IL,https://madero.cps.edu/
GREENE N ELEM SCHOOL,CHICAGO,IL,https://ngreeneschool.com/
DORE ELEM SCHOOL,CHICAGO,IL,https://www.dorebulldogschicago.org/
WM HAMMERSCHMIDT ELEM SCHOOL,LOMBARD,IL,https://wh.sd44.org/
CHURCHVILLE MIDDLE SCHOOL,ELMHURST,IL,https://churchville.elmhurst205.org/
BRYAN MIDDLE SCHOOL,ELMHURST,IL,https://bryan.elmhurst205.org/
EASTVIEW ELEM SCHOOL,ALGONQUIN,IL,https://www.d300.org/ees
CENTRALIA PRE-KINDERGARTEN CTR,CENTRALIA,IL,https://lifetouch.com/picture-day/IL/Centralia/Centralia-Pre-Kindergarten-Center-111606
WEST SIDE MIDDLE SCHOOL,ELKHART,IN,http://www.barrow.k12.ga.us/wms/
WHEATFIELD ELEMENTARY SCHOOL,WHEATFIELD,IN,https://www.kv.k12.in.us/4/home
ELSIE WADSWORTH ELEMENTARY SCHOOL,GRIFFITH,IN,https://in01000714.schoolwires.net/wadsworth
COLD HILL ELEMENTARY SCHOOL,LONDON,KY,https://www.laurel.kyschools.us/7/Home
CHAVIES ELEMENTARY SCHOOL,CHAVIES,KY,https://www.perry.kyschools.us/4/home
F. K. WHITE MIDDLE SCHOOL,LAKE CHARLES,LA,https://www.cpsb.org/white
LIVAUDAIS MIDDLE SCHOOL,TERRYTOWN,LA,https://www.jpschools.org/livaudais
PHILIP W SUGG MIDDLE SCHOOL,LISBON FALLS,ME,http://lisbonms.ss16.sharpschool.com/
ARTHUR R. GOULD SCH--LCYDC,SOUTH PORTLAND,ME,https://www.maine.gov/corrections/sites/maine.gov.corrections/files/inline-files/AR%20Gould%20Website%202020-Final%20Draft%208.13.20%20sj.pdf
BELGRADE-BROOTEN-ELROSA ELEMENTARY,BROOTEN,MN,https://www.bbejaguars.org/
WHEATLAND ELEM.,WHEATLAND,MO,https://hickorycomo.com/?q=node/1
PINE HILLS YOUTH CORR FACIL EL,MILES CITY,MT,https://cor.mt.gov/Facilities/SecureFacilities
YUTAN HIGH SCHOOL,YUTAN,NE,https://www.yutanpublicschools.com/
LINDBERGH ELEMENTARY SCHOOL,COLUMBUS,OH,https://www.ccsoh.us/lindberghes
FAIRFIELD ELEMENTARY SCHOOL,MAUMEE,OH,https://www.pickerington.k12.oh.us/fairfield-elementary/
HOWARD EL SCH,HOWARD,PA,https://www.beasd.org/o/howard-elementary
FOSTER PARK ELEMENTARY,UNION,SC,http://unionfes.ss8.sharpschool.com/
RED BANK ELEMENTARY,CHATTANOOGA,TN,https://rbe.hcde.org/
SOUTH ELEMENTARY,PINSON,TN,https://www.jmcss.org/south
LIBBY CENTER,SPOKANE,WA,https://www.spokaneschools.org/libby
BLUE RIDGE MIDDLE SCHOOL,LAKESIDE,AZ,https://www.brusd.org/Domain/9
SWIMMING RIVER SCHOOL,TINTON FALLS,NJ,https://www.tfschools.org/Domain/219
DAKOTA JR SR HIGH SCHOOL,DAKOTA,IL,https://www.dakota201.org/
BOISTFORT ELEM,CURTIS,WA,https://boistfortbraves.com/
BUFORD MIDDLE,LANCASTER,SC,https://www.bufordms.org/
STUART ACADEMY,LOUISVILLE,KY,https://www.jefferson.kyschools.us/schools/profiles/stuart
OAK HILL HIGH,OAK HILL,WV,https://www.boe.faye.k12.wv.us/4/home
EAGLE VALLEY ELEMENTARY,CLARISSA,MN,http://www.evps.k12.mn.us/
CLARENDON NO 4,SECAUCUS,NJ,https://clarendon.sboe.org/
NORTHWESTERN REG ED PGM,WINCHESTER,VA,https://www.frederickcountyschoolsva.net/nrep
CENTERBURG HIGH SCHOOL,CENTERBURG,OH,https://www.centerburgschools.org/
BELLE HAVEN PREK-6 SCHOOL,DAYTON,OH,https://www.dps.k12.oh.us/schools/belle-haven-elementary/
SANGSTER ELEMENTARY,SPRINGFIELD,VA,https://sangsteres.fcps.edu/
DENNISON ELEMENTARY SCHOOL,LAKEWOOD,CO,https://dennison.jeffcopublicschools.org/
CALVERT COUNTRY SCHOOL,PRINCE FREDERICK,MD,https://www.calvertnet.k12.md.us/
